4 14 BBBB
0f182fbf 400085b6
3b63d18d 0 3617
dacdd2d5 0 3618
a47462ac 0 3619
f6be6ad9 0 3620
e3be41d9 0 3621
373b86fa 0 3622
0d610288 0 3623
2e070564 0 3624
683051f0 0 3625
e0964d94 0 3626
f7a032b1 0 3627
ffb5af61 0 3628
d235c8ee 0 3629
b63b0665 0 3630
ce0c5ab5 0 3631
c7bb6fbd 0 3632
91763898 0 3633
81688d8f 0 3634
12354726 0 3635
6a993c76 0 3636
d6c436de 0 3637
f5558d1d 0 3638
fcf83017 0 3639
94678bb4 0 3640
ff2545bb 0 3641
2a03280b 0 3642
2df073bd 0 3643
6a10902b 0 3644
1d998d99 0 3645
ac9d8049 0 3646
c1d575be 0 3647
b6045c0e 0 3648
b04607ae 0 3649
2167240d 0 3650
5288e838 0 3651
fab067a4 0 3652
b0662783 0 3653
72aa9cfb 0 3654
912efdd1 0 3655
fa0e1646 0 3656
f429a28d 0 3657
bc93f705 0 3658
a3d2d837 0 3659
db20cf12 0 3660
86539695 0 3661
01364871 0 3662
7d5018ef 0 3663
5e1caab9 0 3664
9f84d2f2 0 3665
b1a7955e 0 3666
5c8cbfd5 0 3667
43b0b475 0 3668
845d4060 0 3669
e35c3947 0 3670
750e09d5 0 3671
ef04fa6c 0 3672
197363fe 0 3673
8c3bb3e8 0 3674
c75641fd 0 3675
62c508e3 0 3676
8921102f 0 3677
bfee60d5 0 3678
6fa52559 0 3679
27d5f871 0 3680
5cfb9113 0 3681
5947bde8 0 3682
acf36556 0 3683
04732b26 0 3684
1c834a5f 0 3685
54f39e9a 0 3686
9e7bf254 0 3687
0b9d3d41 0 3688
e15c9934 0 3689
178d4811 0 3690
490e0eed 0 3691
6b29fe1c 0 3692
cdcc3a07 0 3693
b9f858fa 0 3694
460fd866 0 3695
9413a283 0 3696
fab42239 0 3697
bb41cd84 0 3698
ddb5cc32 0 3699
fea0e688 0 3700
26006f9d 0 3701
c188f956 0 3702
61b470a9 0 3703
a82306f6 0 3704
fef0020a 0 3705
6e4b5335 0 3706
62699183 0 3707
d7238751 0 3708
f53a6613 0 3709
cd863436 0 3710
d4797123 0 3711
c37cf3bb 0 3712
289575e0 0 3713
f56b2be2 0 3714
f41bd580 0 3715
57d96fd4 0 3716
e099b10d 0 3717
8636778b 0 3718
05313611 0 3719
006582ee 0 3720
6b443479 0 3721
5a876043 0 3722
4154ee98 0 3723
f962282a 0 3724
bb5bf028 0 3725
cf0330f8 0 3726
dbc6a966 0 3727
6c32d45f 0 3728
373ef130 0 3729
6c0327e9 0 3730
0c866e45 0 3731
748af363 0 3732
8cbdb35a 0 3733
8117f334 0 3734
8546ae97 0 3735
f4cfa5c0 0 3736
3fe085e9 0 3737
abc43a2c 0 3738
673c1d1d 0 3739
6796530b 0 3740
ec6f7109 0 3741
5dfee638 0 3742
a677f2df 0 3743
8da2c24d 0 3744
6be2b5d4 0 3745
a3b26ddc 0 3746
42201a19 0 3747
04ccd10f 0 3748
b09faee7 0 3749
45d86907 0 3750
9fec2991 0 3751
86233eff 0 3752
5a1c7c69 0 3753
753690af 0 3754
76ed652f 0 3755
f2237771 0 3756
f5c5bc24 0 3757
2652e99c 0 3758
4d08eda3 0 3759
7cccc770 0 3760
b2a0ccd2 0 3761
d43467ea 0 3762
9c10f82a 0 3763
f06b27a8 0 3764
f9579255 0 3765
b5451607 0 3766
a5ef28aa 0 3767
d28f771d 0 3768
9223177e 0 3769
ec74cd5c 0 3770
e9c8f0aa 0 3771
416660ce 0 3772
2124030f 0 3773
2001a0c8 0 3774
5ebf9657 0 3775
d37eb404 0 3776
f953cf5f 0 3777
7e813f8b 0 3778
73e5baae 0 3779
ef84a26b 0 3780
86179371 0 3781
22e991b0 0 3782
51cde896 0 3783
31535665 0 3784
95484db6 0 3785
ce9f3f32 0 3786
bc607b72 0 3787
51c7d7f5 0 3788
790c064e 0 3789
96cd7e98 0 3790
084b9071 0 3791
24103d58 0 3792
8d78c9d4 0 3793
586f5e25 0 3794
4ea342a1 0 3795
a3c3ac0e 0 3796
02e602f6 0 3797
bf35768d 0 3798
2f2558c9 0 3799
26e46ac5 0 3800
72c16724 0 3801
1755912d 0 3802
d38e3c36 0 3803
173f8143 0 3804
1627dd0e 0 3805
14d25a39 0 3806
ff033e35 0 3807
6555ea48 0 3808
f381f1a3 0 3809
7c3f7cb3 0 3810
3cbe6814 0 3811
69566847 0 3812
6dc9a57b 0 3813
d6f35453 0 3814
a7cc0af7 0 3815
faecb526 0 3816
6ce44895 0 3817
bece31db 0 3818
6ab4885d 0 3819
a4f00bcb 0 3820
39c553ca 0 3821
79d1f6ac 0 3822
5dcb6e38 0 3823
f24fe54c 0 3824
8f398c57 0 3825
b1cbf7e1 0 3826
1cd1ba7b 0 3827
85727cde 0 3828
adc1027a 0 3829
a6baf2bc 0 3830
197ae893 0 3831
126ca4b3 0 3832
ad0a430f 0 3833
0b74507c 0 3834
dba42552 0 3835
78050d0e 0 3836
6168953c 0 3837
9daea5e1 0 3838
891f36d2 0 3839
916639cc 0 3840
40a0810f 0 3841
7d34d7f2 0 3842
ed533c87 0 3843
f835c969 0 3844
9ecefbc6 0 3845
2cb3b493 0 3846
547dbd55 0 3847
97e47d4b 0 3848
17509abb 0 3849
ed780f79 0 3850
47e36185 0 3851
68458597 0 3852
8b8ae52f 0 3853
1d520bfc 0 3854
0c4d162d 0 3855
9cd78722 0 3856
d751b4d5 0 3857
cb326872 0 3858
afa92f3c 0 3859
4a022eee 0 3860
6ffde47e 0 3861
f0592790 0 3862
583dcb74 0 3863
935c4e32 0 3864
e8b971d1 0 3865
96d7ecdc 0 3866
f1e6fe6d 0 3867
c108c6b3 0 3868
1e0f7fa9 0 3869
3f95f59f 0 3870
ab77e582 0 3871
08b2a9d3 0 3872
a44dda9f 0 3873
54efdbfb 0 3874
735b227d 0 3875
e7aaac7d 0 3876
62a12fc6 0 3877
9cbdfc6c 0 3878
70fa87b6 0 3879
82c51d00 0 3880
8d10bc1a 0 3881
9d41d750 0 3882
5878ffaa 0 3883
5e3e3234 0 3884
b7b0d23d 0 3885
0b72c72a 0 3886
4029a648 0 3887
61e143af 0 3888
1ccc839c 0 3889
2614a4c1 0 3890
ad24201e 0 3891
45ad461b 0 3892
10945327 0 3893
871f2b49 0 3894
6f7802a8 0 3895
64bf1c8a 0 3896
a24b798b 0 3897
1b2fcf6a 0 3898
863d3dec 0 3899
2db1a4f4 0 3900
a7bfb49f 0 3901
7934ed05 0 3902
4ecf812f 0 3903
a85a0d6a 0 3904
e083efb6 0 3905
b630dd08 0 3906
95906361 0 3907
79265e44 0 3908
ef076329 0 3909
0babe712 0 3910
b05f7dd2 0 3911
c7d671bc 0 3912
d395d783 0 3913
ade9f9f2 0 3914
f02870ec 0 3915
a78767c9 0 3916
71f544d2 0 3917
c27645b6 0 3918
166db625 0 3919
d4d05584 0 3920
e7e1122a 0 3921
2f310eb7 0 3922
c29b8556 0 3923
ee146293 0 3924
9f92f285 0 3925
6dc7cfef 0 3926
fa069f9a 0 3927
1feea61b 0 3928
96713154 0 3929
d68321e2 0 3930
d23fc745 0 3931
25020ee4 0 3932
25d0411e 0 3933
610e8a69 0 3934
f8e170a9 0 3935
8006a781 0 3936
d0900b06 0 3937
f8c5006f 0 3938
fdbc7680 0 3939
36367e48 0 3940
2200ef02 0 3941
ada466ad 0 3942
f652f265 0 3943
ba12d16f 0 3944
00eba995 0 3945
112d483d 0 3946
474c47b0 0 3947
670e2d72 0 3948
db277043 0 3949
396d8afd 0 3950
15861936 0 3951
65a66301 0 3952
c567f2d4 0 3953
078dd07e 0 3954
1cd6e1e8 0 3955
4852c28e 0 3956
e9dff1d8 0 3957
642e0433 0 3958
ee336ef6 0 3959
4ad3c685 0 3960
a2d742e1 0 3961
91ffbd41 0 3962
ee1ec925 0 3963
b02d3072 0 3964
10a59e44 0 3965
46d2e046 0 3966
cc0b236e 0 3967
fcdc53f1 0 3968
e58477de 0 3969
82ecd65b 0 3970
8b2e5c17 0 3971
c7854c7b 0 3972
f313fb28 0 3973
4aef4a68 0 3974
22295c0e 0 3975
48615575 0 3976
7f30f319 0 3977
d84db5ce 0 3978
91e4dfe0 0 3979
f4cac035 0 3980
8394ac5c 0 3981
91e913ab 0 3982
e615419b 0 3983
56ca5075 0 3984
50722258 0 3985
90f26708 0 3986
d645032b 0 3987
f7d97b41 0 3988
02998bf4 0 3989
a4dffce6 0 3990
48c72507 0 3991
cccce108 0 3992
9af0a344 0 3993
8437b2cc 0 3994
00e86a8a 0 3995
54e20145 0 3996
57c8c40e 0 3997
ef98ce63 0 3998
91402f3b 0 3999
c7b6839a 0 4000
43c059b4 0 4001
849e4d4f 0 4002
d068a3ce 0 4003
12743b89 0 4004
5048969a 0 4005
63d47fe4 0 4006
e9e87f89 0 4007
c48f4278 0 4008
2865106a 0 4009
b1ca0a08 0 4010
b8f1026d 0 4011
aa19d875 0 4012
85912645 0 4013
1c1e1b0f 0 4014
3211e3a7 0 4015
2721be74 0 4016
34cdfdb4 0 4017
d7ab1c06 0 4018
df8caf6b 0 4019
7f109aca 0 4020
f8a894cc 0 4021
8d3c99e9 0 4022
2c430da6 0 4023
2da0c6c7 0 4024
4727ba6a 0 4025
a6e88760 0 4026
7c588bf8 0 4027
e43ef5f8 0 4028
7d54e1f1 0 4029
9fd6172a 0 4030
5aaf67e4 0 4031
ffa07044 0 4032
6a485e47 0 4033
2e47d71a 0 4034
432a6b25 0 4035
74a1e798 0 4036
42e9f214 0 4037
0b9b2d51 0 4038
d8091dae 0 4039
54c64756 0 4040
324d240e 0 4041
cbebfb14 0 4042
2bc28400 0 4043
8698b4eb 0 4044
6752d5cd 0 4045
08f24362 0 4046
d82788be 0 4047
d55aa91a 0 4048
dd796417 0 4049
a53c53ad 0 4050
d46178d3 0 4051
a2cd1e9a 0 4052
d26ce5f8 0 4053
4f789c29 0 4054
c70913d6 0 4055
f65cf73c 0 4056
5b40ea17 0 4057
84936294 0 4058
ba1a5813 0 4059
2b57be8e 0 4060
591c9885 0 4061
8c3a282a 0 4062
782d6710 0 4063
ee3b1c6e 0 4064
510a4652 0 4065
7b229d9e 0 4066
53061bd6 0 4067
0f5764c9 0 4068
73c0cb9e 0 4069
3743061e 0 4070
49db8fc2 0 4071
7c22789f 0 4072
25eb9d9b 0 4073
9f214820 0 4074
c47629ac 0 4075
041d49af 0 4076
b6d1f067 0 4077
f73a25f1 0 4078
f7ef89ea 0 4079
6a5e8a92 0 4080
1f8fa7fd 0 4081
34e24c50 0 4082
b6e895d6 0 4083
0029fb28 0 4084
d4913eea 0 4085
b519dfd8 0 4086
5fe04a49 0 4087
c8e42f88 0 4088
5600c6d7 0 4089
abe66f23 0 4090
acc891eb 0 4091
9f2d5768 0 4092
b7653e29 0 4093
826b3a50 0 4094
03c2dc6a 0 4095
df00da27 0 4096
d7659edc 0 4097
17ba76c4 0 4098
f1f39683 0 4099
266877c0 0 4100
d082e9bf 0 4101
260bd559 0 4102
a3ca54e7 0 4103
7f0d80ad 0 4104
b47fed18 0 4105
5aad6f8a 0 4106
8812f4e8 0 4107
5c2669cc 0 4108
483060ca 0 4109
0fd1c3c9 0 4110
fba94f12 0 4111
12c3a14f 0 4112
6b6d65bd 0 4113
2c4b6854 0 4114
03a8f8e4 0 4115
e8db6ffd 0 4116
b6b18def 0 4117
4cb6c2c5 0 4118
976ded77 0 4119
e8cd3ab3 0 4120
852b877e 0 4121
30a79511 0 4122
8eb992fe 0 4123
c5c561f0 0 4124
8f2d6a0e 0 4125
5cc3b209 0 4126
d1b7d68f 0 4127
a753d937 0 4128
22f9ea12 0 4129
96ef3094 0 4130
42c18d21 0 4131
1217246d 0 4132
522c2096 0 4133
7c58d58f 0 4134
a175ec4b 0 4135
fda6c099 0 4136
e61f5db9 0 4137
65f3c743 0 4138
7265e24c 0 4139
ee6c0c84 0 4140
8f2daaf1 0 4141
3b4d3bec 0 4142
d9938260 0 4143
e2b51463 0 4144
7dfdabbd 0 4145
584e9461 0 4146
2649d4d4 0 4147
5d08b1c8 0 4148
a879ddfc 0 4149
b84d3ea3 0 4150
6d9472d3 0 4151
1f15fc7a 0 4152
bbcba30e 0 4153
4a21501f 0 4154
1bd30f5a 0 4155
5ba032f9 0 4156
5594e45d 0 4157
fe985557 0 4158
2adee93d 0 4159
db51aaf3 0 4160
7571c683 0 4161
c597bd20 0 4162
bff02a3c 0 4163
ac70fc03 0 4164
52f7c335 0 4165
cc6c712b 0 4166
2303a188 0 4167
3ec8f16c 0 4168
29efb31f 0 4169
f85d7290 0 4170
429db60d 0 4171
b28de721 0 4172
457ada0e 0 4173
1207b0d9 0 4174
8a8a8b60 0 4175
448724fe 0 4176
165d1822 0 4177
cee05adf 0 4178
11f2b2fe 0 4179
a8cf441e 0 4180
bfebff7a 0 4181
99bf5c3e 0 4182
04c1f990 0 4183
0bdbb765 0 4184
2b292de7 0 4185
2931c42d 0 4186
dcdceda2 0 4187
30299686 0 4188
779cfce6 0 4189
5817b7a2 0 4190
9218d60e 0 4191
4da86ac8 0 4192
befc97d2 0 4193
11108908 0 4194
51e429e3 0 4195
63ea467a 0 4196
ac3cf589 0 4197
28ee62eb 0 4198
8feb819b 0 4199
f53bb971 0 4200
900b3f7c 0 4201
b064cad4 0 4202
1367a733 0 4203
558f0ead 0 4204
dfecb289 0 4205
c2cf3390 0 4206
ca92f618 0 4207
c0e83678 0 4208
cd95c99e 0 4209
ed9dcbf9 0 4210
8dc83dde 0 4211
6636ec91 0 4212
678286c5 0 4213
891a3e74 0 4214
7720d21f 0 4215
c3bc7751 0 4216
a353fac3 0 4217
1eefcaa3 0 4218
6570eb7f 0 4219
76ce90f6 0 4220
200a581f 0 4221
cc4069be 0 4222
7754d914 0 4223
c788eb4e 0 4224
9dd6acac 0 4225
7bfd85c0 0 4226
98be834a 0 4227
3b28188d 0 4228
445e948d 0 4229
f3841ede 0 4230
d25d845c 0 4231
3172a514 0 4232
6b245f8e 0 4233
78e0d034 0 4234
d4f2246f 0 4235
1966a9fe 0 4236
68c61a81 0 4237
ed62fbb5 0 4238
c8e58076 0 4239
7c86344d 0 4240
4b369617 0 4241
1b212143 0 4242
55c0d90b 0 4243
1d59e5f0 0 4244
242a06a8 0 4245
0063b79b 0 4246
74882db4 0 4247
45928feb 0 4248
42003314 0 4249
9c6db4ba 0 4250
5e39f08e 0 4251
98739a53 0 4252
6dec12b3 0 4253
2e37656f 0 4254
2b6f02fc 0 4255
d61cabc1 0 4256
fa9d05a3 0 4257
b4b5f4c2 0 4258
89a56694 0 4259
1810ff39 0 4260
3280bd9c 0 4261
70bc5a58 0 4262
c1e44fa2 0 4263
1dc13b5f 0 4264
c148245c 0 4265
f79d6bce 0 4266
8a33ee90 0 4267
9d606575 0 4268
2ad817a9 0 4269
d90c5f84 0 4270
ac7a1368 0 4271
f865c839 0 4272
9b6a1157 0 4273
1c7f4e11 0 4274
cc8b1a0e 0 4275
5833dd19 0 4276
2351af44 0 4277
768d598c 0 4278
2fa55c31 0 4279
8a0370bc 0 4280
09f0ff87 0 4281
123ff63e 0 4282
faf7f775 0 4283
b2063ca5 0 4284
3a35ae74 0 4285
67ef5eeb 0 4286
dfb51889 0 4287
a2bd77f9 0 4288
6d7b6b8e 0 4289
2e80c591 0 4290
846369e5 0 4291
b963b610 0 4292
b9f7d0c5 0 4293
f0f67dee 0 4294
681b1c75 0 4295
15e141c4 0 4296
35361d75 0 4297
af5ee4cd 0 4298
470b642b 0 4299
409e6f80 0 4300
d89d0ad0 0 4301
59fbbb8f 0 4302
354d6716 0 4303
af4fe2a5 0 4304
f380fd0f 0 4305
720400ec 0 4306
14598331 0 4307
8d07a974 0 4308
6294e5f2 0 4309
f1f57718 0 4310
110f8ce4 0 4311
9c28fb84 0 4312
e9e204b8 0 4313
22daa648 0 4314
3d727bc1 0 4315
e2bb5e58 0 4316
238453ac 0 4317
bc54e53b 0 4318
5a09c4eb 0 4319
222697f7 0 4320
de26763f 0 4321
d434142d 0 4322
b6b0e817 0 4323
92947579 0 4324
fcc6c737 0 4325
fa0b4b96 0 4326
a65e482a 0 4327
e4ef7d55 0 4328
e9b9088a 0 4329
54f1d03b 0 4330
4b77e5bf 0 4331
e5a7b972 0 4332
3a30cd12 0 4333
a9aaeea9 0 4334
372f706e 0 4335
458fe1ef 0 4336
8e6c72e1 0 4337
f9e3a7a2 0 4338
9a764982 0 4339
e8ca0f3c 0 4340
9dc3c570 0 4341
8ac909b3 0 4342
b4efc0c1 0 4343
2ede72da 0 4344
05d992ac 0 4345
92ba89b4 0 4346
da4506b7 0 4347
81ae84e3 0 4348
45cf6928 0 4349
ad902891 0 4350
230cfb18 0 4351
6598f107 0 4352
8ab1c346 0 4353
e3cd3e59 0 4354
1d5bb813 0 4355
c5532b37 0 4356
5dd24e81 0 4357
66b9162d 0 4358
7ab87711 0 4359
db6bdd0a 0 4360
b3bf3e0f 0 4361
f1ffd02f 0 4362
547ffc56 0 4363
cec28ab9 0 4364
48082477 0 4365
a6cd1b50 0 4366
8b41e3d6 0 4367
e4195530 0 4368
82ebac9c 0 4369
8e10f399 0 4370
c5628f27 0 4371
eba9dc91 0 4372
10e8a2d1 0 4373
67fe9ef9 0 4374
0bbd30b0 0 4375
81a761bc 0 4376
f170968a 0 4377
cbb03753 0 4378
393712b7 0 4379
2486c5b9 0 4380
ac3afd14 0 4381
f6eb07aa 0 4382
529c64e7 0 4383
0dfe305f 0 4384
8e2fc7de 0 4385
e4dc701d 0 4386
9ec1db62 0 4387
6c4d55b2 0 4388
81a423f8 0 4389
eea21b3d 0 4390
e61e0737 0 4391
7d1ad85f 0 4392
7f04582e 0 4393
abd80a9a 0 4394
b461be46 0 4395
218b1747 0 4396
e7a70927 0 4397
d16fe63e 0 4398
94cca73e 0 4399
d3585a5b 0 4400
65fb23a8 0 4401
e375babf 0 4402
497fa5ab 0 4403
ca573c80 0 4404
e34e870d 0 4405
6d3f27fc 0 4406
f948ff36 0 4407
751e4700 0 4408
ea53d207 0 4409
0794b52f 0 4410
b2bc485e 0 4411
d3bd2a53 0 4412
fc341058 0 4413
013bc220 0 4414
ea872645 0 4415
6d4eda10 0 4416
b848f203 0 4417
3fa68a8a 0 4418
f6ef8ddb 0 4419
0ae59bca 0 4420
445d5f5b 0 4421
fbc42798 0 4422
05b4d35a 0 4423
1e427405 0 4424
a68cc0ef 0 4425
84764d78 0 4426
0b911fc1 0 4427
240baed4 0 4428
86ffe117 0 4429
b3d7bef7 0 4430
5fced988 0 4431
772f38c2 0 4432
b77ae88e 0 4433
4a8b3ca2 0 4434
201fbd3f 0 4435
4eb00594 0 4436
fe6b38d8 0 4437
d49d730c 0 4438
8adb3ae9 0 4439
efde7b2b 0 4440
e463e72c 0 4441
ccc3a215 0 4442
ff043681 0 4443
a6316f66 0 4444
5b62b431 0 4445
20368787 0 4446
276c86d6 0 4447
465e3029 0 4448
0cdbfc63 0 4449
30b445ff 0 4450
af785309 0 4451
de0631bc 0 4452
9370a0ff 0 4453
d9080da7 0 4454
77fc7c89 0 4455
5dbabd67 0 4456
f4c9ebbe 0 4457
6c9fa4ef 0 4458
5b695cc6 0 4459
0f5b94d3 0 4460
c6d2225f 0 4461
ef9b30c1 0 4462
bead79d6 0 4463
18939037 0 4464
b4a730a7 0 4465
42fc75c7 0 4466
abe2afdf 0 4467
3caf8960 0 4468
90302b69 0 4469
c746208a 0 4470
809d8260 0 4471
f46dea12 0 4472
9cfe54d2 0 4473
3bc669f6 0 4474
0572d668 0 4475
f34f2a8c 0 4476
ed546c93 0 4477
96289408 0 4478
b8a4e10a 0 4479
03d623a8 0 4480
f3a0b275 0 4481
0e63393a 0 4482
c101a8e8 0 4483
2cdd12fb 0 4484
d72c8811 0 4485
d415d251 0 4486
2f7f8443 0 4487
a9027e47 0 4488
2fd272b9 0 4489
d8a8b1fa 0 4490
3bd8278f 0 4491
9fbca7ef 0 4492
a3cb8b9d 0 4493
c4b1049d 0 4494
fced9070 0 4495
9afebc97 0 4496
15547209 0 4497
a657cce7 0 4498
ec74e186 0 4499
2945bfba 0 4500
184a08b6 0 4501
9ac9842c 0 4502
209c16b6 0 4503
63bfd531 0 4504
53be0f93 0 4505
6d6ebce1 0 4506
ce1a503e 0 4507
e2e7ebec 0 4508
9add959c 0 4509
8052f60d 0 4510
511f1155 0 4511
5482b99f 0 4512
066d7670 0 4513
c70b06be 0 4514
2d775c91 0 4515
da93dcf8 0 4516
628fe334 0 4517
1bae29e9 0 4518
ff3c905e 0 4519
b35b03a0 0 4520
382d142a 0 4521
ed68f89d 0 4522
9de72fda 0 4523
91dc6979 0 4524
2cefb55c 0 4525
380cd00e 0 4526
e4ce83b0 0 4527
a58cb591 0 4528
628f2844 0 4529
7b0c0ff1 0 4530
654aff59 0 4531
d56bc4ff 0 4532
1961e9cc 0 4533
5369ddbf 0 4534
d8bdd6a7 0 4535
bbfd526f 0 4536
b6bab716 0 4537
c8274d79 0 4538
bfb7e017 0 4539
02126148 0 4540
3d095b40 0 4541
b2cebaf1 0 4542
b7ccef7b 0 4543
46d71263 0 4544
c6d69032 0 4545
bca89826 0 4546
b8b4ccaa 0 4547
d0fc5462 0 4548
e770bb73 0 4549
318150da 0 4550
28c53164 0 4551
62fff7ff 0 4552
fd3c0aa0 0 4553
23eb45ed 0 4554
b0613333 0 4555
bbf0460c 0 4556
6992dac9 0 4557
c3e724e1 0 4558
65d3f88d 0 4559
5d567aea 0 4560
b02d9469 0 4561
d256abfa 0 4562
837b5a17 0 4563
847f3d42 0 4564
1d166f65 0 4565
f3d1dbb0 0 4566
b0533642 0 4567
d958771a 0 4568
3a88d83c 0 4569
8f0c47b2 0 4570
950a5bae 0 4571
15478f98 0 4572
bce549ae 0 4573
e21a532d 0 4574
30e0e06f 0 4575
fb4ef99a 0 4576
6dde4776 0 4577
c489e491 0 4578
f1482466 0 4579
f441bf22 0 4580
76cd5047 0 4581
dba4db4c 0 4582
e83c1b17 0 4583
b0126cd5 0 4584
30f905d0 0 4585
dcdc5f7b 0 4586
120117b0 0 4587
72a7fe24 0 4588
fb8cdf5a 0 4589
dd79a9b4 0 4590
82f11bfb 0 4591
7c78019a 0 4592
aadbe4e4 0 4593
e7e7e0bd 0 4594
e223082b 0 4595
baba605a 0 4596
e87270fa 0 4597
85c4db09 0 4598
35f224e8 0 4599
f8c946c5 0 4600
f9bb5eb8 0 4601
ec2e1db4 0 4602
fb2812fe 0 4603
75370be4 0 4604
c8436de4 0 4605
b8f75586 0 4606
a9fed60f 0 4607
568d7390 0 4608
9513f6b0 0 4609
5c5f041c 0 4610
2d79d627 0 4611
2c7bd550 0 4612
931731cf 0 4613
0c77dbfd 0 4614
af51833e 0 4615
e5cf32df 0 4616
4671c6be 0 4617
f114b9a4 0 4618
3385b5d3 0 4619
00b63baf 0 4620
c3e98b58 0 4621
a7b6ce79 0 4622
e1151351 0 4623
8613ef0c 0 4624
10e950e1 0 4625
6df5cb3b 0 4626
3b4ff12c 0 4627
f16b5f0e 0 4628
56b61c3b 0 4629
b482b23a 0 4630
f153a090 0 4631
cec544bc 0 4632
944033f7 0 4633
aea96e56 0 4634
db87b2c8 0 4635
8143ac41 0 4636
92e0fd2d 0 4637
52340228 0 4638
fa0fc261 0 4639
0abdca55 0 4640
fb286c60 0 4641
86b3bf11 0 4642
6d3a74c0 0 4643
25318f75 0 4644
2e9646a5 0 4645
49696aa5 0 4646
278b4c68 0 4647
daf2ed45 0 4648
76ce3273 0 4649
a82d3dcb 0 4650
dc8b63ae 0 4651
17ec4d20 0 4652
222d5620 0 4653
cc2d048b 0 4654
7cb09c04 0 4655
ac633619 0 4656
45cd4bd4 0 4657
2b02d427 0 4658
e12f4a4a 0 4659
b744ae8e 0 4660
1a9db8d0 0 4661
57166beb 0 4662
60489ff7 0 4663
3bdb0bfd 0 4664
05bb60d8 0 4665
8591e0b9 0 4666
1c6e2d2e 0 4667
c85e78b9 0 4668
19049786 0 4669
7231dd17 0 4670
26c0f28c 0 4671
19a41b3f 0 4672
8a6d036e 0 4673
da5be8e5 0 4674
731a0a58 0 4675
bc006765 0 4676
ad9bf0cc 0 4677
8e945781 0 4678
8392cd38 0 4679
f5cdaede 0 4680
cb7fb9a2 0 4681
7dc2cc92 0 4682
07d7cc66 0 4683
24f44780 0 4684
7c15eb1e 0 4685
c623f3ba 0 4686
0015a36e 0 4687
844dfc5a 0 4688
5c10631d 0 4689
d5168a17 0 4690
7f2ac4b5 0 4691
8f3e30a8 0 4692
182b03f8 0 4693
42c487c2 0 4694
782253a1 0 4695
e079cce8 0 4696
89d9485c 0 4697
5c7fec54 0 4698
a28550d1 0 4699
93f573a7 0 4700
4e9abd26 0 4701
16fd1049 0 4702
4ee0278f 0 4703
26abc49e 0 4704
6506d2ce 0 4705
c030a2ca 0 4706
ff34a504 0 4707
e1f00b9a 0 4708
bdd44291 0 4709
78f5ceeb 0 4710
6829d819 0 4711
f9736bce 0 4712
41dd7a7b 0 4713
7f816c55 0 4714
47a2134a 0 4715
566aa3a1 0 4716
96ab7400 0 4717
1f234083 0 4718
41aafa3e 0 4719
e20d12c3 0 4720
ba2b8b27 0 4721
3748487c 0 4722
2e3ad430 0 4723
a84b5e73 0 4724
97db79f8 0 4725
b86a9bf7 0 4726
f9a31888 0 4727
d6032640 0 4728
576bff1e 0 4729
df00a5de 0 4730
88eedfb3 0 4731
7e9285e3 0 4732
c95805aa 0 4733
5dbab59d 0 4734
cb0bb30e 0 4735
1582a19a 0 4736
12517b4d 0 4737
f44c3346 0 4738
db5d0b51 0 4739
75c5fe51 0 4740
22615c3f 0 4741
000e39de 0 4742
7a462013 0 4743
58d25d23 0 4744
2246a3ea 0 4745
5ee68b98 0 4746
85f3f4f4 0 4747
752ab5e2 0 4748
2111d681 0 4749
2d1fa298 0 4750
d38e466c 0 4751
f842c872 0 4752
5e0b38df 0 4753
a923ee12 0 4754
79c70160 0 4755
dea6a5ac 0 4756
8362ff96 0 4757
5221509c 0 4758
db9f8d2a 0 4759
23255276 0 4760
66eff933 0 4761
7c3d2c23 0 4762
d10f4282 0 4763
7bc13957 0 4764
a552040a 0 4765
1bd29476 0 4766
aa6b0029 0 4767
3a2120b3 0 4768
b3e7777a 0 4769
45cd50ab 0 4770
249cdd08 0 4771
ee5bf353 0 4772
dc9706bb 0 4773
aa283cb6 0 4774
3fbd7a31 0 4775
9c7eaebc 0 4776
c3cc5fb2 0 4777
b0f12f4c 0 4778
549ece27 0 4779
5043d216 0 4780
4fbfadee 0 4781
1e7ac8ac 0 4782
39b0e3da 0 4783
690b7b1b 0 4784
31020bc8 0 4785
38a5ce0a 0 4786
8eb1c806 0 4787
58894467 0 4788
10554030 0 4789
5a1d1d67 0 4790
020ecf99 0 4791
ed20d7f0 0 4792
bdf878cc 0 4793
3c505bb9 0 4794
9fbbf023 0 4795
941b51fa 0 4796
902620e0 0 4797
45c359b9 0 4798
ab8abe25 0 4799
c7b8676f 0 4800
aa22f059 0 4801
34ba9055 0 4802
1b9adae4 0 4803
a24edce3 0 4804
f367fdb5 0 4805
d5fbbb4d 0 4806
91643343 0 4807
7af6ebc2 0 4808
a56e76d6 0 4809
da416b9c 0 4810
388d055a 0 4811
dd762af7 0 4812
260a4535 0 4813
a4da1e9f 0 4814
feb2ce3d 0 4815
75b59382 0 4816
bedb2a09 0 4817
8975a13f 0 4818
30be1c8d 0 4819
0ca14c39 0 4820
b8f8ed15 0 4821
391fd280 0 4822
b8624deb 0 4823
76f413ee 0 4824
4124b3e3 0 4825
470679fe 0 4826
305984bb 0 4827
a8ab8874 0 4828
10aa75b8 0 4829
3ec97a99 0 4830
43c27fa5 0 4831
60e04946 0 4832
2a6eac86 0 4833
6f019e37 0 4834
